สถานที่_อำเภอ,หน่วยงาน_ที่ตั้งศูนย์ซ่อม,กลุ่ม_อุปกรณ์ที่พร้อมให้บริการ,รายการ_อุปกรณ์,อุปกรณ์_หน่วย,จัดซื้อ_ปี66,เบิกจ่าย_ปี66,ยอดสุทธิ_ปี66(ห้ามแก้ไข),จัดซื้อ_ปี67,รวมก่อนเบิก_ปี67(ห้ามแก้ไข),เบิกจ่าย_ปี67,ยอดสุทธิ_ปี67(ห้ามแก้ไข),จัดซื้อ_ปี68_ระยะ1,จัดซื้อจากฟอร์ม_68_ร1,รวมก่อนเบิก_ปี68_ระยะ1(ห้ามแก้ไข),เบิกจ่าย_ปี68_ระยะ1,เบิกจ่าย_จากฟอร์ม_68_ร1,ยอดคงเหลือ_ปี68_ระยะ1(ห้ามแก้ไข),จัดซื้อ_ปี68_ระยะ2,จัดซื้อ_จากฟอร์ม_68_ร2,รวมก่อนเบิก_ปี68_ระยะ2(ห้ามแก้ไข),เบิกจ่าย_ปี68_ระยะ2,เบิกจ่าย_จากฟอร์ม_68_ร2,ยอดสุทธิ_ปี68(ห้ามแก้ไข),จัดซื้อ_ปี69,จัดซื้อ_จากฟอร์ม_69,รวมก่อนเบิก_ปี69(ห้ามแก้ไข),เบิกจ่าย_ปี69,เบิกจ่าย_จากฟอร์ม_69,ยอดสุทธิ_ปี69(ห้ามแก้ไข),,,,,,,,,,,,,,
บ้านฉาง,โรงพยาบาลบ้านฉาง,เครื่องผลิตออกซิเจน ขนาด 5 ลิตรต่อนาที,ใส้กรองเครื่องผลิตออกซิเจน ยี่ห้อ longfin รุ่น jay-5,ชิ้น,,,0,0,0,0,0,10,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
บ้านฉาง,โรงพยาบาลบ้านฉาง,เครื่องผลิตออกซิเจน ขนาด 5 ลิตรต่อนาที,ใส้กรองเครื่องผลิตออกซิเจน ยี่ห้อ yuwell รุ่น 8F-5AW,ชิ้น,,,0,0,0,0,0,10,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
บ้านฉาง,โรงพยาบาลบ้านฉาง,เครื่องผลิตออกซิเจน ขนาด 3 ลิตรต่อนาที,ใส้กรองเครื่องผลิตออกซิเจน ยี่ห้อ yuwell รุ่น 8F-3AW,ชิ้น,,,0,0,0,0,0,10,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,รถวีลแชร์,เบาะนั่ง วีลแชร์,ชุด,,,0,30,30,10,20,0,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,รถวีลแชร์,พนักพิงหลัง วีลแชร์,ชุด,,,0,30,30,10,20,0,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,รถวีลแชร์,ทรายซิลิก้า ขนาด 3 กิโลกรัม,ถุง,,,0,25,25,9,16,0,0,16,0,0,16,,0,16,,0,16,,0,16,,0,16,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,รถวีลแชร์,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,3,3,1.25,1.75,0,0,1.75,0,0,1.75,,0,1.75,,0,1.75,,0,1.75,,0,1.75,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,รถวีลแชร์,สีสเปรย์กันสนิม,กระป๋อง,,,0,22,22,10,12,0,0,12,0,0,12,,0,12,,0,12,,0,12,,0,12,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,รถวีลแชร์,พักแขน ชนิดปรับน็อตยึดได้,คู่,,,0,25,25,10,15,0,0,15,0,0,15,,0,15,,0,15,,0,15,,0,15,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ทรายซิลิก้า ขนาด 6 กิโลกรัม,ถุง,,,0,17,17,8,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ไกร์หัวเตียง,ชิ้น,,,0,17,17,8,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ไกร์ท้ายเตียง,ชิ้น,,,0,17,17,8,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดเบรค 4 นิ้ว,ล้อ,,,0,50,50,10,40,0,0,40,0,0,40,,0,40,,0,40,,0,40,,0,40,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดไม่มีเบรค 4 นิ้ว,ล้อ,,,0,50,50,8,42,0,0,42,0,0,42,,0,42,,0,42,,0,42,,0,42,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,สีน้ำมัน 3.5 ลิตร,กระป๋อง,,,0,8,8,4,4,0,0,4,0,0,4,,0,4,,0,4,,0,4,,0,4,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,น้ำมันสน,ปี๊ป,,,0,5,5,2,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ทินเนอร์ ขนาด 15 กิโลกรัม,ปี๊ป,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ข้างกั้นเตียงสำเร็จ (สแตนเลส),คู่,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,ไม้อัดเตียง 8 มิลลิเมตร,แผ่น,,,0,15,15,7,8,0,0,8,0,0,8,,0,8,,0,8,,0,8,,0,8,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,น็อตหัวครึ่งวงกลม 1 นิ้วพร้อมแป้นแบน,กล่อง,,,0,10,10,2.1,7.9,0,0,7.9,0,0,7.9,,0,7.9,,0,7.9,,0,7.9,,0,7.9,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,แผ่นฟอร์เมก้า สีขาว ขนาด 1.2x2.4 เมตร,แผ่น,,,0,10,10,1,9,0,0,9,0,0,9,,0,9,,0,9,,0,9,,0,9,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงคนไข้,กาวยาง ขนาด 13 กิโลกรัม,ถัง,,,0,3,3,0.1,2.9,0,0,2.9,0,0,2.9,,0,2.9,,0,2.9,,0,2.9,,0,2.9,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,โต๊ะคร่อมเตียง,แผ่นโต๊ะคร่อมเตียงสำเร็จ,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,ที่นอน,ฟองน้ำอัด ขนาด 2 นิ้ว,แผ่น,,,0,25,25,13,12,0,0,12,0,0,12,,0,12,,0,12,,0,12,,0,12,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,ที่นอน,หนังหุ้มเบาะ,ชิ้น,,,0,25,25,13,12,0,0,12,0,0,12,,0,12,,0,12,,0,12,,0,12,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เครื่องผลิตออกซิเจน,สาร Zeolite Molecular sieve 13X HP,กก.,,,0,20,20,0,20,0,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 10 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 5 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เครื่องผลิตออกซิเจน,ลิ้นวาว์ลปั๊ม,ชิ้น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 220 โวลต์,ชุด,,,0,3,3,2,1,0,0,1,0,0,1,,0,1,,0,1,,0,1,,0,1,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 24 โวลต์,ชุด,,,0,3,3,3,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงไฟฟ้า,รีโมทคอนโทรล,อัน,,,0,3,3,2,1,0,0,1,0,0,1,,0,1,,0,1,,0,1,,0,1,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 200 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์  ระยะ 150 มิลลิเมตร,อัน,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
วังจันทร์,เทศบาลตำบลชุมแสง,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 100 มิลลิเมตร,อัน,,,0,3,3,1,2,0,0,2,0,0,2,,0,2,,0,2,,0,2,,0,2,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,รถวีลแชร์,เบาะนั่ง วีลแชร์,ชุด,,,0,30,30,0,30,0,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,รถวีลแชร์,พนักพิงหลัง วีลแชร์,ชุด,,,0,30,30,0,30,0,0,30,0,0,30,,0,30,,0,30,,0,30,,0,30,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,รถวีลแชร์,ทรายซิลิก้า ขนาด 3 กิโลกรัม,ถุง,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,รถวีลแชร์,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,รถวีลแชร์,สีสเปรย์กันสนิม,กระป๋อง,,,0,22,22,0,22,0,0,22,0,0,22,,0,22,,0,22,,0,22,,0,22,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,รถวีลแชร์,พักแขน ชนิดปรับน็อตยึดได้,คู่,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ทรายซิลิก้า ขนาด 6 กิโลกรัม,ถุง,,,0,17,17,0,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ไกร์หัวเตียง,ชิ้น,,,0,17,17,0,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ไกร์ท้ายเตียง,ชิ้น,,,0,17,17,0,17,0,0,17,0,0,17,,0,17,,0,17,,0,17,,0,17,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดเบรค 4 นิ้ว,ล้อ,,,0,50,50,0,50,0,0,50,0,0,50,,0,50,,0,50,,0,50,,0,50,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดไม่มีเบรค 4 นิ้ว,ล้อ,,,0,50,50,0,50,0,0,50,0,0,50,,0,50,,0,50,,0,50,,0,50,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,สีน้ำมัน 3.5 ลิตร,กระป๋อง,,,0,8,8,0,8,0,0,8,0,0,8,,0,8,,0,8,,0,8,,0,8,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,น้ำมันสน,ปี๊ป,,,0,5,5,0,5,0,0,5,0,0,5,,0,5,,0,5,,0,5,,0,5,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ทินเนอร์ ขนาด 15 กิโลกรัม,ปี๊ป,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ข้างกั้นเตียงสำเร็จ (สแตนเลส),คู่,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,ไม้อัดเตียง 8 มิลลิเมตร,แผ่น,,,0,15,15,0,15,0,0,15,0,0,15,,0,15,,0,15,,0,15,,0,15,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,น็อตหัวครึ่งวงกลม 1 นิ้วพร้อมแป้นแบน,กล่อง,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,แผ่นฟอร์เมก้า สีขาว ขนาด 1.2x2.4 เมตร,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงคนไข้,กาวยาง ขนาด 13 กิโลกรัม,ถัง,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,โต๊ะคร่อมเตียง,แผ่นโต๊ะคร่อมเตียงสำเร็จ,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,ที่นอน,ฟองน้ำอัด ขนาด 2 นิ้ว,แผ่น,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,ที่นอน,หนังหุ้มเบาะ,ชิ้น,,,0,25,25,0,25,0,0,25,0,0,25,,0,25,,0,25,,0,25,,0,25,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เครื่องผลิตออกซิเจน,สาร Zeolite Molecular sieve 13X HP,กก.,,,0,20,20,0,20,0,0,20,0,0,20,,0,20,,0,20,,0,20,,0,20,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 10 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 5 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เครื่องผลิตออกซิเจน,ลิ้นวาว์ลปั๊ม,ชิ้น,,,0,10,10,0,10,0,0,10,0,0,10,,0,10,,0,10,,0,10,,0,10,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 220 โวลต์,ชุด,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 24 โวลต์,ชุด,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงไฟฟ้า,รีโมทคอนโทรล,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 200 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์  ระยะ 150 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
เขาชะเมา,องค์การบริหารส่วนตำบลน้ำเป็น,เตียงไฟฟ้า,มอเตอร์ 24 โวลต์ ระยะ 100 มิลลิเมตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,,0,3,,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,รถวีลแชร์,เบาะนั่ง วีลแชร์,ชุด,,,0,30,30,21,9,16,0,25,0,0,25,0,0,25,0,0,25,,0,25,,0,25,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,รถวีลแชร์,พนักพิงหลัง วีลแชร์,ชุด,,,0,30,30,21,9,16,0,25,0,0,25,0,0,25,0,0,25,,0,25,,0,25,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,รถวีลแชร์,ทรายซิลิก้า ขนาด 3 กิโลกรัม,ถุง,,,0,25,25,21,4,21,0,25,0,0,25,0,0,25,0,0,25,,0,25,,0,25,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,รถวีลแชร์,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,3,3,2.55,0.45,1,0,1.45,0,0,1.45,0,0,1.45,0,0,1.45,,0,1.45,,0,1.45,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,รถวีลแชร์,สีสเปรย์กันสนิม,กระป๋อง,,,0,25,25,21,4,21,0,25,0,0,25,0,0,25,0,0,25,,0,25,,0,25,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,รถวีลแชร์,พักแขน ชนิดปรับน็อตยึดได้,คู่,,,0,25,25,21,4,21,0,25,0,0,25,0,0,25,0,0,25,,0,25,,0,25,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ทรายซิลิก้า ขนาด 6 กิโลกรัม,ถุง,,,0,17,17,15,2,30,0,32,16,0,16,16,0,32,0,0,32,,0,32,,0,32,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ไกร์หัวเตียง,ชิ้น,,,0,17,17,15,2,30,0,32,16,0,16,16,0,32,0,0,32,,0,32,,0,32,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ไกร์ท้ายเตียง,ชิ้น,,,0,17,17,15,2,30,0,32,16,0,16,16,0,32,0,0,32,,0,32,,0,32,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดเบรค 4 นิ้ว,ล้อ,,,0,50,50,23,27,37,0,64,22,0,42,22,0,64,0,0,64,,0,64,,0,64,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ล้อยางดำ ตราม้า ชนิดไม่มีเบรค 4 นิ้ว,ล้อ,,,0,50,50,23,27,37,0,64,22,0,42,22,0,64,0,0,64,,0,64,,0,64,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,สีน้ำมัน 3.5 ลิตร,กระป๋อง,,,0,10,10,7.5,2.5,14,0,16.5,8,0,8.5,8,0,16.5,0,0,16.5,,0,16.5,,0,16.5,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,น้ำมันสน,ปี๊ป,,,0,5,5,3.75,1.25,7,0,8.25,4,0,4.25,4,0,8.25,0,0,8.25,,0,8.25,,0,8.25,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ทินเนอร์ ขนาด 15 กิโลกรัม,ปี๊ป,,,0,5,5,1.875,3.125,1,0,4.125,2,0,2.125,2,0,4.125,0,0,4.125,,0,4.125,,0,4.125,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ข้างกั้นเตียงสำเร็จ (สแตนเลส),คู่,,,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,ไม้อัดเตียง 8 มิลลิเมตร,แผ่น,,,0,15,15,15,0,32,0,32,16,0,16,16,0,32,0,0,32,,0,32,,0,32,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,น็อตหัวครึ่งวงกลม 1 นิ้วพร้อมแป้นแบน,กล่อง,,,0,10,10,4.5,5.5,5,0,10.5,4.8,0,5.7,5,0,10.7,0,0,10.7,,0,10.7,,0,10.7,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,แผ่นฟอร์เมก้า สีขาว ขนาด 1.2x2.4 เมตร,แผ่น,,,0,10,10,0,10,0,0,10,0,0,10,0,0,10,0,0,10,,0,10,,0,10,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,กาวยาง ขนาด 13 กิโลกรัม,ถัง,,,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงคนไข้,สีกันสนิม ขนาด 17.5 ลิตร,ถัง,,,0,0,0,0,0,3,0,3,1.6,0,1.4,2,0,3.4,0,0,3.4,,0,3.4,,0,3.4,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,โต๊ะคร่อมเตียง,แผ่นโต๊ะคร่อมเตียงสำเร็จ,แผ่น,,,0,9,9,0,9,0,0,9,1,0,8,0,0,8,0,0,8,,0,8,,0,8,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,ที่นอน,ฟองน้ำอัด ขนาด 2 นิ้ว,แผ่น,,,0,25,25,25,0,30,0,30,16,0,14,20,0,34,0,0,34,,0,34,,0,34,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,ที่นอน,หนังหุ้มเบาะ,ชิ้น,,,0,25,25,25,0,30,0,30,16,0,14,20,0,34,0,0,34,,0,34,,0,34,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องผลิตออกซิเจน,สาร Zeolite Molecular sieve 13X HP,กก.,,,0,20,20,15,5,40,0,45,45,0,0,80,0,80,0,0,80,,0,80,,0,80,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 10 ลิตร,อัน,,,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,3,,0,3,,0,3,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องผลิตออกซิเจน,เซลลูนอยด์ ขนาด 5 ลิตร,อัน,,,0,3,3,2,1,0,0,1,0,0,1,0,0,1,0,0,1,,0,1,,0,1,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องผลิตออกซิเจน,ลิ้นวาว์ลปั๊ม,ชิ้น,,,0,10,10,6,4,0,0,4,4,0,0,0,0,0,0,0,0,,0,0,,0,0,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องผลิตออกซิเจน,ไส้กรองละเอียด,ชิ้น,,,0,0,0,0,0,30,0,30,13,0,17,0,0,17,0,0,17,,0,17,,0,17,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เครื่องผลิตออกซิเจน,แหวนลูกสูบ,ชิ้น,,,0,0,0,0,0,26,0,26,22,0,4,60,0,64,0,0,64,,0,64,,0,64,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 220 โวลต์,ชุด,,,0,3,3,2,1,0,0,1,0,0,1,0,0,1,0,0,1,,0,1,,0,1,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงไฟฟ้า,ชุดกล่องคอนโทรล 24 โวลต์,ชุด,,,0,3,3,3,0,1,0,1,0,0,1,5,0,6,0,0,6,,0,6,,0,6,,,,,,,,,,,,,,
แกลง,องค์การบริหารส่วนตำบลทุ่งควายกิน,เตียงไฟฟ้า,รีโมทคอนโทรล,อัน,,,0,3,3,3,0,2,0,2,0,0,2,5,0,7,0,0,7,,0,7,,0,7,,,,,,,,,,,,,,
